"","name","Sex","Nation","sleeptime","steps","height","weight","IMC","Age"
"53","K_9726","M","IT",7.96134737541132,12747.9381115235,159.061939527999,64.8943618602701,25.649235121905,36.6302578852801
"54","G_2419","M","GB",8.32134502486974,12905.1565261074,170.110172193328,70.6831867496068,24.4261799942173,36.7813483167323
"55","D_5234","V","GB",3.01642957191502,11178.1743161573,150.239007890447,62.666424102677,27.7631985779174,29.1266471165075
"56","B_6024","V","IT",14.3458226433587,11062.5545005139,170.04109634172,73.4849569009325,25.4150314203523,39.6697047246251
"57","M_1723","V","IR",10.4492474546185,10962.3557051275,170.25789170282,73.1567205248499,25.237116131658,33.3914902788249
"58","H_3902","M","GB",9.90147253259513,12731.1241380801,147.277555838263,58.2390297864803,26.8497962895972,33.8163173043598
"59","S_4181","M","IT",17.6489798252248,12909.7310921111,165.080807654554,67.817555329254,24.8856483747598,36.33042214415
"60","Q_5972","V","FR",7.2476276732824,10639.8549761868,168.757220252055,71.808860072371,25.2146710269055,28.7470535946773
"61","U_207","M","FR",14.0200952336653,12688.1675515944,160.143808244291,65.2132042706372,25.4281776064982,34.5202584210705
"62","P_5216","M","GB",10.826155051418,12840.3722197249,154.825883154072,62.2515871559488,25.969482572897,34.4021236133758
"63","T_6831","V","SP",10.8990944137492,8944.09739005102,177.976513723103,77.2818307069375,24.3978754905867,33.1672811263654
"64","V_4775","V","GE",4.87275076861426,11233.7304340974,167.593545550533,71.9305572149126,25.6093671770009,34.7560144342547
"65","C_6115","M","SP",9.53462769511744,11028.5109066183,158.514802237487,64.3289768907478,25.6015935158311,36.3119644120837
"66","I_9214","V","BE",16.6869693934271,10939.6044464873,173.385867450195,75.0456332496864,24.9630723520368,29.1388468775134
"67","L_4786","V","IT",4.61650657916728,10701.8185039519,170.518173920347,73.1245870590237,25.1490787222735,30.1778829371921
"68","R_1026","V","SP",8.60070128674172,8552.63533229977,168.87917077344,72.1799245898783,25.3083742676898,29.0621305209907
"69","E_6975","V","IT",8.64853453395099,11294.4936952004,176.545066731229,76.2295144274779,24.4574954028389,31.7001631534447
"70","A_9051","V","IT",19.8184064948494,10905.8825670073,178.427897739426,77.1168829757361,24.2227780655318,31.5586507765395
"71","O_4490","V","IR",3.43965004159138,10901.4229349219,176.646060220634,76.7436339294432,24.5942989930273,36.6172724799847
"72","N_4568","M","FR",5.50613541303127,12934.0058786207,167.109108785182,68.5207212529067,24.5370122421381,33.3317039454136
"73","W_1599","V","PT",6.37044984847349,11427.9147416497,181.351395582346,78.9799791268853,24.0145918925094,39.0464166514579
"74","J_6840","V","GB",12.3229882238687,10930.0888375342,174.537261120773,75.3423990466678,24.7322217411525,34.4099098125559
"75","F_5646","M","GB",7.53440605352707,12949.7022434678,158.517310923133,64.3081943330291,25.592512420113,39.3690483437676
"76","K_6775","M","PT",10.8952986740952,13280.3262279122,161.748635835945,66.3608674319158,25.3647625510602,40.4775177792892
"77","G_7888","M","FR",5.92419975028823,13054.8915377014,168.838865361061,69.3825308497528,24.33914329581,25.5123370303183
"78","D_8812","V","GB",4.67975949056079,10974.3756051704,172.607173939003,74.6718675780421,25.0633621459854,33.2761790190472
"79","B_4297","M","SP",12.9842629592216,11142.5620571663,167.054673823375,69.0008323291286,24.725043707192,37.05509198349
"80","M_4737","M","FR",7.22737194533807,12810.0832812306,153.227538975757,61.8482577932669,26.3423076664755,37.4772728276896
"81","H_9923","M","IT",5.77778912023205,12758.1911784586,165.080253242858,67.6228299713999,24.8143605890115,31.4187012678301
"82","S_6391","V","IT",3.86312269488496,10721.1712315013,179.697664515496,78.8309419822486,24.4124772000432,37.1931893570538
"83","Q_1087","M","SP",17.3720165800512,11206.6807577288,168.341811664813,69.8882485677074,24.6615383448194,43.57088094762
"84","U_7681","V","SP",1.87985459733115,8699.46490949096,175.06324620971,75.1882706719743,24.5335356729414,32.9681973603398
"85","P_4835","M","IT",11.112349424677,12829.9936705752,158.20891967466,64.1694770496127,25.6369626136763,40.3420043696959
"86","T_560","V","SP",1.69664336789586,8814.92186388964,185.024968820854,80.932605964187,23.6408368119817,29.818272329188
"87","V_1790","M","FR",7.4132520739898,13222.6702078892,166.148356238218,68.6845175813393,24.8809382970944,40.9851960909535
"88","C_7144","M","IT",6.17919720814387,12706.7731272007,157.491306425781,63.4703235859886,25.5892490588947,29.7691767112416
"89","I_152","M","IT",9.62299886602862,12762.8342247616,164.900811582361,67.7397633744241,24.9113973533636,35.1507869853432
"90","L_9232","V","IT",8.14481066842816,11020.3273691651,167.721423555754,71.5642883081858,25.4401271108261,30.0979223874879
"91","R_609","V","BE",4.65249080954275,11110.484367907,176.286041734009,75.9868099778621,24.4513228435616,30.329053785319
"92","E_6377","M","IT",16.2250385126957,12851.1423148937,153.834952981625,61.9884895345141,26.1939508231175,39.7171717111431
"93","A_9095","V","SP",1.90094411212471,9325.34170291447,168.694320710681,72.0166399931587,25.3064910832329,36.2564083597389
"94","O_2864","M","GB",9.80346685137585,12647.4783597791,159.008261654639,64.7135952401601,25.5950598139082,40.2914717083676
"95","N_3401","M","SP",15.6806453795456,10709.4157293807,161.594506643371,65.9297425906375,25.2480704979714,34.7142776872181
"96","W_7095","V","PT",7.07931425423879,10791.357300422,167.407917096082,71.8817570972762,25.6487791919267,38.0519075261842
"97","J_7361","V","GB",15.5532036016478,10990.7245639002,171.713463977817,74.4476951466259,25.248905572974,36.7565438845732
"98","F_1031","M","FR",7.98084793298615,12968.7354106233,158.170609726496,64.1213822809032,25.6301588841957,34.5341634650613
"99","K_6971","M","SP",5.20849991467491,10961.1746647659,157.116658044211,64.1255973997599,25.9768782168903,33.9411006195379
"100","G_9808","M","IT",11.0473001579362,12347.6909205108,154.323095678366,61.6481558163697,25.8856000207109,33.7321841871423
"101","D_2425","V","PT",7.0189460938277,10870.8110901403,169.85160341109,72.5066458869923,25.1326633191033,29.6188951592077
"102","B_3543","V","GB",4.62449324700046,10531.4055551383,178.981427844104,77.3453236439061,24.1444948908183,23.6437740004076
"103","M_4480","M","PO",10.4554881107874,13118.9976437586,168.017747373339,69.8155095100306,24.7309953755995,35.2929289843943
"104","H_4318","V","IT",4.50357061030231,11013.1019786927,182.197270204841,79.1081820315768,23.8307479107456,31.1195434688317
"105","S_5269","V","FR",19.0572862448811,11102.0330448552,176.656713457729,76.5821862747279,24.5395993261686,31.0785540358971
"106","Q_3982","M","IT",9.22473196875579,12948.7465369518,161.857500404976,65.8244151861871,25.1258840276262,37.5483970161225
"107","U_4248","V","GB",8.86136492356248,10993.1394261494,184.46092622974,80.4333279659426,23.6389002566653,27.7123867352791
"108","P_719","M","SP",4.7403204900942,11325.9633493439,170.721653343917,71.2923583600938,24.4605245120221,40.2563711704941
"109","T_5740","M","SP",13.2794851063997,10499.5255266076,156.022303601668,62.9577431287807,25.8628141947618,33.3690679737823
"110","V_2747","V","SP",1.80599109371341,8495.16858846867,159.151282956532,67.1472490560736,26.5098906904558,31.3305728288262
"111","C_9844","M","BE",7.77373944033737,12768.0631054735,160.910005726616,65.7050917798916,25.3765702900434,34.2786737987264
"112","I_6422","M","SP",12.6800313443763,10903.301542502,155.683389437519,63.0164338194717,25.9997556156602,34.6732629024925
"113","L_8362","V","IT",4.29292972493321,11085.6235877843,159.159951681586,67.106936917067,26.4910894276572,34.6499300992313
"114","R_2039","M","SP",11.8337187032765,10889.3938636124,161.537156563139,65.5624182532796,25.1252328923303,34.5249008202771
"115","E_3043","M","SP",8.12617387671855,10891.7188752922,164.977264994232,68.159962477072,25.0426995768601,41.8773591093883
"116","A_9666","M","SP",5.83785354916175,11183.114779453,162.465056210521,66.0494647120864,25.023575956476,37.0810793014443
"117","O_9770","V","PT",8.48906889001189,10784.7183628982,177.70757923157,76.8516602054973,24.3355604283359,31.5338585570784
"118","N_3617","V","SP",2.97580516695582,9167.41306632578,181.874152244558,79.4448805399708,24.0172872514845,30.466367406552
"119","W_6231","M","SP",15.9599293882709,11208.5390104905,145.160725223453,56.8275353944394,26.9687341775092,31.5827768692345
"120","J_7990","V","PT",7.19400990972466,10816.3877229462,162.377817890716,68.7509705541054,26.0750669235541,30.0619969371807
"121","F_837","M","SP",14.7314092807835,10945.777762378,153.541102175443,61.6397726205265,26.1463891299672,33.9332824808365
"122","K_2021","M","PT",15.7050675350329,12613.5120904647,170.386403461906,71.210447029523,24.5286609600403,38.1001220630705
"123","G_6604","M","PT",20.3918356202345,12953.4025824911,170.868582629065,71.2381142970266,24.3998963301117,36.652149009146
"124","D_7170","V","PT",12.4255124907669,11010.7378051299,178.340818613415,77.3066827293208,24.3061137642761,30.0701614929447
"125","B_8974","V","GE",7.38560857140864,10727.2479919491,173.554231029456,74.778275058372,24.8259017050528,28.2769278763769
"126","M_5720","M","IT",6.49162393028248,12734.7267023254,161.701739424847,66.0708497126244,25.2685609159,41.2647921934002
"127","H_1945","V","SP",1.59336871823897,9056.95691470558,178.685899626672,77.4459692746537,24.2559480326115,34.2582176987527
"128","S_3155","M","SP",12.3144005909013,11050.2082106667,169.0884139526,69.6229870778602,24.3514570052695,35.6222759316189
"129","Q_7493","M","SP",7.12228887528944,10636.5345420643,155.899536502368,63.0485775142252,25.9409361391205,39.474729523897
"130","U_2147","V","PT",7.76001442997273,10611.7444165336,171.945765002875,74.3959795069604,25.1632364624547,39.2960441643817
"131","P_9060","M","PT",6.31426666584306,12569.7823195874,170.630388760776,70.4196367107563,24.1869451490882,31.6261272725613
"132","T_3204","M","SP",9.96731255317899,10708.3323789956,159.260256975789,65.2628089267682,25.7306606836678,39.8590043803717
"133","V_9921","V","BE",5.62997213405281,10674.9634395337,173.110994914044,74.8320981965656,24.9711542689754,33.0585352791397
"134","C_9267","V","GB",4.04803388108062,10782.3815655861,167.878831119789,72.1390673823697,25.5963859524665,31.8067331486862
"135","I_2915","V","PT",10.7012654887133,11490.1458469761,180.224793978464,78.1997388847782,24.0755505644387,25.5263229974215
"136","L_97","M","GE",21.3633434026224,13167.4630232884,157.292912191242,64.1145693915182,25.9142368220635,32.0035757970635
"137","R_5920","M","IT",7.5479437874998,13092.3140368099,172.582037615588,71.6509639617359,24.0564120018122,33.1399709349912
"138","E_4817","M","IR",10.8881102458733,13455.1504588947,166.218211640358,68.353052556148,24.7400574388004,28.3285138602573
"139","A_4011","M","IT",5.76874204698687,13497.7591268488,158.810322176043,64.2447211394147,25.4729940856346,30.2440129257636
"140","O_2667","M","FR",6.36988617598991,12797.5687433271,158.58741869137,64.5015181065459,25.646758119192,35.2636866908577
"141","N_8378","M","IT",5.90755574967268,12942.190215432,157.306528142279,63.4436154778253,25.6386074084875,36.8707721104376
"142","W_7118","V","SP",10.0701801139723,9261.77229141039,161.272370840733,68.45437670144,26.3197208893096,35.303520519383
"143","J_5675","V","FR",6.63106586760578,10809.0581335946,165.269763967829,70.1299788130934,25.6753808303403,29.3404767147011
"144","F_165","V","SP",2.41686434151148,9119.91697593962,164.14390167371,69.4718634956743,25.784543316714,28.4369971113218
"145","K_8010","M","IT",7.84160823213615,13039.844773229,169.935774182393,70.6141803800282,24.4524451747935,30.7426857145577
"146","G_1467","M","SP",8.30124728489563,10581.4794835208,154.280858537799,61.6672330058883,25.9077900073871,35.153173733192
"147","D_82","V","GE",3.5868208861951,10990.3587328423,165.864087936065,70.6603523656938,25.6844972338743,36.8491051418248
"148","B_7863","V","FR",6.4016025329139,11022.439410873,161.588694988408,68.2248105650187,26.1288557568958,30.1088189562453
"149","M_4398","M","FR",5.94442322933908,13207.1162863578,165.34422775195,68.0465815812705,24.8901914150808,34.6643910409314
"150","H_3990","V","PO",3.50229562616665,10670.952139758,161.581744641152,68.036585257278,26.059010586053,27.5218878049502
"151","S_522","M","FR",6.12806736238774,13007.8351735971,157.467809259048,63.6279115880975,25.6604399412077,35.3496145870936
"152","Q_8365","M","GB",6.24653341506024,12898.1486570477,169.643640540125,70.0520149214271,24.3413949971401,36.702850337228
"153","U_9038","V","BE",3.5868877520136,10947.8524659474,172.956276954492,74.3070362982143,24.8403255790718,27.8273673991177
"154","P_5209","V","IT",5.28053769078352,11212.290536146,169.592363033563,72.397733678914,25.1716907969642,28.2364074363576
"155","T_1539","M","IT",12.0089670669848,13210.2468095253,165.480430231409,67.936754711105,24.8091288344955,35.5099081955453
"156","V_5921","M","PT",8.14417552175888,12499.3199528183,156.748330453091,63.5482953043683,25.8641408937783,33.3087138038416
"157","C_8156","V","PT",4.07181635750924,11087.2100436925,174.330960461791,75.1417994338606,24.7247862212259,30.1048065353662
"158","I_4375","V","PT",10.8517727496293,10939.2105133085,167.313474537206,72.0999188274132,25.7556751911878,34.1341669677153
"159","L_6378","M","IT",5.62245577964279,12975.5306763656,162.564571230378,66.7970536526803,25.2758343699048,39.3594484679725
"160","R_3891","M","IT",14.8948596506056,12970.1640095373,158.780706083966,64.4411147408966,25.5603965174807,35.6920709941837
"161","E_6516","M","SP",11.233639616929,11026.4713383349,163.738804702357,66.8320506453789,24.9276624758484,36.152734750399
"162","A_3622","V","SP",3.17089172296409,8610.70776940232,175.392420328789,75.9429021911757,24.6868425693367,34.0379795046785
"163","O_4866","M","FR",10.1932653400444,13088.5516333631,159.309227925649,65.1940368910646,25.6877465838932,37.6424795058545
"164","N_9217","M","FR",6.68865690596971,12707.06313656,165.477968597721,67.7712243530057,24.7494168187457,34.8160658938253
"165","W_8878","M","SP",10.1528346638431,10888.6418074528,163.379408853835,67.7145402619962,25.3680621810725,38.5867698059452
"166","J_9895","V","SP",1.26461655396045,8902.64104211849,179.446906376994,78.0265536639344,24.2309518105005,32.909761441357
"167","F_9512","M","SP",7.677867869663,11362.9814263799,153.304781586758,62.2561111616782,26.4893064379273,40.5658875616433
"168","K_1413","M","SP",5.79862873471458,11314.5898034401,154.896952265358,62.6122481460434,26.0959764845847,38.3892637306067
"169","G_7732","M","SP",16.7436913717157,11242.0056668458,162.940801273261,66.1107230461278,24.900737595545,34.967897149353
"170","D_2959","V","IT",15.2874595836715,10723.3217097959,176.010158861856,76.5715501594258,24.7167844077743,36.7750637367091
"171","B_8347","M","IT",18.6116979082147,13127.1157229874,159.600328832669,64.7523588404211,25.420730717593,28.3720264966736
"172","M_4321","V","IT",11.9708032420474,11316.16658282,172.996717397776,75.0991916723535,25.0934016187011,39.5849818209181
"173","H_4311","V","SP",7.18765570865401,9050.88993525122,174.250029039656,75.5841888277564,24.8934585023422,39.2554554015654
"174","S_4152","M","SP",5.33413985636929,10983.0392739879,172.643221477373,72.156233293266,24.208885232651,41.4767488995942
"175","Q_2763","V","GB",6.45816993764918,11292.9219114763,163.095897452635,69.9043052258824,26.2795455028197,36.349791189542
"176","U_7910","M","SP",4.99590929826539,11132.0059960223,174.375181092028,71.9255898302224,23.6545172237498,33.2137921510379
"177","P_8723","M","PT",16.3081410147412,12199.9711866316,156.495184182741,62.9063077969336,25.6857493618812,34.8480293074495
"178","T_9349","V","SP",5.71621441107272,8923.2173580212,172.5101002002,74.054709945057,24.8841969740459,33.0972109005653
"179","V_2151","M","FR",5.75087617328914,12739.961703463,167.474153443195,69.1833012242476,24.6663959771827,37.9455616391464
"180","C_3290","M","GB",5.84100632878946,12790.7256847679,167.992884998219,68.796687542798,24.3773083750356,35.1524997798068
"181","I_663","M","IT",13.4713934776461,12652.8689494724,170.396805474183,70.642518299757,24.3300653652258,38.659014028685
"182","L_2800","V","GB",16.2660764980901,11066.7513589657,172.516005281698,74.3765416933494,24.9906294213716,38.542996743207
"183","R_6649","M","IT",12.4147155564126,12746.5804302003,162.667151641904,66.4691302527926,25.1200368350981,36.6334737798276
"184","E_1124","V","PT",6.763761808788,10940.9817773516,180.235472217372,78.3298293648965,24.1127444247796,26.1180362080426
"185","A_6732","M","SP",8.32123664047541,10551.0937348198,172.138281067288,71.5207662326765,24.1366634465111,35.7352790967947
"186","O_3240","V","SP",2.01111760028805,9113.08262167493,169.088432939762,72.7025137911193,25.4285519116811,35.7179075388059
"187","N_7214","M","PT",7.33548388524803,13326.3803129282,155.938116917866,62.8351046667277,25.840313121129,31.6953085264712
"188","W_2193","V","GE",4.9690118895606,10530.0116874372,182.935095460111,80.1052435114219,23.9368436045332,33.0889761561564
"189","J_9727","V","BE",4.25051446219235,10844.2994309964,170.082385377543,72.7762632465731,25.1577082502478,27.793450161926
"190","F_8770","V","FR",3.15411265157406,11145.084084897,170.440140026535,73.4576062875365,25.2867495720017,34.2669468189744
"191","K_9274","M","GE",9.35639450541642,13395.9183180003,159.702640302085,64.4636653492038,25.2749789782929,33.4616727104192
"192","G_2701","V","IT",2.78437347099364,10527.3996850379,164.466659392288,70.2269175474137,25.9625809710194,33.2392794152155
"193","D_6846","V","IT",5.13057526752371,10939.4258202575,170.20500846961,73.0311477696016,25.2094548989561,30.599199863952
"194","B_6549","V","SP",1.21265218303049,8577.56832421007,181.838114006248,79.3443455286648,23.9964029250541,29.8722411484049
"195","M_5706","V","SP",12.4739840625711,8787.18558438101,172.583521871057,74.8787537518469,25.1396920235761,37.1997005110889
"196","H_523","V","PT",16.6984493720852,10924.7289021005,172.803121904139,74.5852839733497,24.9775581668043,32.3699477206253
"197","S_3542","M","IT",5.15726758037545,12842.7891868444,161.204959878081,65.2849867303797,25.1221335782251,39.5993762564109
"198","Q_6329","M","GE",6.24496799313546,12691.4462841576,163.781343687101,67.3678291282244,25.1144512444686,35.8247236241904
"199","U_5955","M","IR",5.4052070164794,13154.2649167606,154.405521960381,62.0653879292692,26.032976034309,36.7535625094203
"200","P_5094","M","BE",5.96466277621138,13054.5467167041,164.289659150307,67.3601086622934,24.9564220682272,34.0563050784629
"201","T_533","M","SP",3.95220152670188,11011.4861565957,168.503421660669,69.2885334493531,24.4030393882753,32.7120581964759
"202","V_5235","V","IT",14.0253115035112,11077.6191748203,173.50589682249,74.6107042395385,24.7840719025984,31.5656839649661
"203","C_695","M","PT",16.9096816967553,12760.29421046,163.797352889127,66.7538695242793,24.8807053277892,40.4110004392244
"204","I_8079","M","IT",13.7250772449626,13237.1298912936,165.715072768489,67.570261933116,24.6054651050266,32.4226981892004
"205","L_8576","M","SP",12.51302962605,11253.9432292334,149.150958895248,59.4823831226547,26.7384519867374,33.4212204431955
"206","R_4992","V","IT",9.14085485179818,10974.0118647167,163.216008465864,69.4820536700093,26.0823753689415,31.1606216685299
"207","E_9485","M","BE",5.3745020593274,13084.5977398801,164.530421827677,67.6939647261909,25.0067658971159,33.1920478889614
"208","A_644","V","IR",3.68743006613961,10726.719514244,183.240196516323,80.2411516905303,23.897675281664,31.6116677330858
"209","O_9976","M","PT",8.7939744844387,12576.0705798418,166.508420176332,68.6761848796036,24.7704422524552,29.6638756682567
"210","N_4666","V","GB",15.1619688936717,11023.0219614336,171.224029277512,73.723687876871,25.1465046158671,40.2971541065145
"211","W_4654","M","IT",7.35406019379133,13126.2137247958,159.807756591016,64.7982027801023,25.3727330903504,35.317229218816
"212","J_6614","V","PT",16.992394396357,10840.070240455,173.236540822299,74.8458264162424,24.9395482043081,36.2927170602031
"213","F_4104","M","IT",7.59818450216481,12817.1451457916,160.815406774449,65.6242617047883,25.3751795133315,37.2973529072607
"214","K_7373","V","PT",16.9490982818027,11059.4814059029,193.671042444996,85.4365539501388,22.7779346482829,27.472265599154
"215","G_234","M","SP",6.02454070308468,10722.3433061369,157.633420019716,63.7185558179989,25.6430292474113,36.6565314220654
"216","D_9837","M","SP",7.74971011993276,11229.4249414468,170.796306027949,71.3097233866114,24.4450992384068,36.7587547905563
"217","B_4083","M","IT",5.82734425590839,12867.5040125191,162.294480399105,66.7779994315207,25.3527984848072,32.2497821358795
"218","M_4207","M","FR",9.33823933379683,12765.2006358957,170.048546232122,70.2764314866756,24.3032219875243,33.2146377896247
"219","H_1857","M","PO",9.00942632468752,12679.8454581499,158.49979736398,64.436313062613,25.6491667034267,35.744215158815
"220","S_4301","M","SP",12.8091683998629,10776.0463791077,155.456255394037,62.7558646506636,25.9679647593655,36.795822182773
"221","Q_4918","M","GE",17.0137801216138,12736.7294880541,159.08264437273,64.5657267040421,25.5127010708494,37.3388385748482
"222","U_6512","V","IT",5.31097748844742,10766.1362732878,175.148741771929,75.7190379238379,24.6826078683095,32.6039900645185
"223","P_6709","V","PO",3.98832868074699,11044.0821103233,173.289291733555,74.8877217337826,24.9383183795017,33.801812568889
"224","T_8132","M","GE",5.08535639755542,13031.6531203226,174.23759637238,72.8300359956013,23.9898085429409,37.4825295600003
"225","V_2626","M","PT",5.85432976979498,13030.2957203675,158.026885166363,64.083871604856,25.6617802592043,30.4298097713006
"226","C_6478","M","BE",19.2237047300405,13322.7171379252,158.092687214724,64.5741750371277,25.8365965472209,35.0259052843168
"227","I_171","V","PT",4.32264669911009,10630.5631736438,174.642650937363,75.6976692950192,24.8188627818804,34.8309471366769
"228","L_1543","V","GE",9.76301199587515,10811.5033214868,165.771037675486,70.6533995548476,25.7108095340856,30.2697146566359
"229","R_1916","V","SP",2.77169060454653,8735.6630485014,176.199583859962,76.5446106137412,24.65499173922,33.5487437820374
"230","E_4157","M","SP",11.0969799601221,10942.4848090935,175.628464968567,73.6449166863304,23.8755268735637,33.7291235777645
"231","A_5519","V","IT",4.1328115182464,10645.2290944081,178.039007903882,78.0020517472447,24.6079647079001,39.1098823883475
"232","O_5145","M","SP",4.12724212752061,10921.7287006106,160.26741195971,65.1891949869309,25.3796232134454,35.5751975128981
"233","N_7228","M","PT",16.1114952609934,13225.1052976684,161.140274008458,65.1270238817598,25.0814729192097,30.6990477522611
"234","W_2618","V","IT",18.7551844466559,10696.346327794,166.592353106693,70.9933326169753,25.5804063091666,32.4787708543085
